video_id,query_id,actual,seed_id,similarity,status
8445,16,False,8449,0.5202945867116964,X
8446,16,False,8449,0.39365654939265565,X
8447,16,False,8449,0.0,X
8448,16,False,8449,0.6806398959828657,X
8449,16,True,8449,1.0,E
8450,16,False,8449,0.0,X
8451,16,False,8449,0.5900443236333314,X
8452,16,True,8449,0.9581695488104087,S
8453,16,False,8449,0.5258231908442141,X
8454,16,False,8449,0.7147011828647268,X
8455,16,False,8449,0.031015744519669455,X
8456,16,True,8449,0.9432232202824732,S
8457,16,False,8449,0.6261720710941151,X
8458,16,False,8449,0.4764306967896828,X
8459,16,False,8449,0.29474964500488865,X
8460,16,False,8449,0.5469248236043465,X
8461,16,False,8449,0.6695002330416044,X
8462,16,False,8449,0.3818837668583493,X
8463,16,False,8449,0.362578733085536,X
8464,16,False,8449,0.5258231908442141,X
8465,16,False,8449,0.6806398959828657,X
8466,16,False,8449,0.0,X
8467,16,False,8449,0.0,-1
8468,16,True,8449,0.9362865928272148,S
8469,16,False,8449,0.7033435796734216,X
8470,16,False,8449,0.6228534537226165,X
8471,16,False,8449,0.533605838800795,X
8472,16,True,8449,0.9164797204627225,S
8473,16,False,8449,0.533605838800795,X
8474,16,False,8449,0.5352920394666763,X
8475,16,False,8449,0.5323834959613615,X
8476,16,False,8449,0.3541734367999052,X
8477,16,True,8449,0.9581695488104087,S
8478,16,False,8449,0.6806398959828657,X
8479,16,False,8449,0.5258231908442141,X
8480,16,False,8449,0.5900443236333314,X
8481,16,False,8449,0.5238301852495453,X
8482,16,False,8449,0.28866514802059673,X
8483,16,False,8449,0.5651350030935505,X
8484,16,False,8449,0.5900443236333314,X
8485,16,False,8449,0.0,X
8486,16,False,8449,0.5652468133871967,X
8487,16,False,8449,0.7147011828647268,X
8488,16,False,8449,0.6631854767406573,X
8489,16,True,8449,0.9581695488104087,S
8490,16,True,8449,0.9363648435995593,S
8491,16,False,8449,0.0,X
8492,16,False,8449,0.3733668712465254,X
8493,16,False,8449,0.6984413947406664,X
8494,16,False,8449,0.7143903925088781,X
8495,16,False,8449,0.5258231908442141,X
8496,16,False,8449,0.5900443236333314,X
8497,16,False,8449,0.6474528055189187,X
8498,16,False,8449,0.5294837562694287,X
8499,16,False,8449,0.5900443236333314,X
8500,16,False,8449,0.6806398959828657,X
8501,16,False,8449,0.25198280788002225,X
8502,16,False,8449,0.7125305485766837,X
8503,16,False,8449,0.5514674212039579,X
8504,16,False,8449,0.5119951147165358,X
8505,16,False,8449,0.6750642487160824,X
8506,16,False,8449,0.09661071326720047,X
8507,16,False,8449,0.668696631416228,X
8508,16,False,8449,0.6993440247066408,X
8509,16,False,8449,0.49861341209579574,X
8510,16,False,8449,0.5314974337970054,X
8511,16,False,8449,0.06339910397640816,X
8512,16,False,8449,0.16085349166402274,X
8513,16,False,8449,0.6635985027767523,X
8514,16,False,8449,0.0311833624421106,X
8515,16,True,8449,0.9432232202824732,S
8516,16,False,8449,0.5379699880818173,X
8517,16,False,8449,0.5900443236333314,X
8518,16,False,8449,0.5258231908442141,X
8519,16,True,8449,0.9581695488104087,S
8520,16,False,8449,0.5258231908442141,X
8521,16,False,8449,0.0,X
8522,16,False,8449,0.43602855477115326,X
8523,16,False,8449,0.6695519061414161,X
8524,16,False,8449,0.588512366003795,X
8525,16,False,8449,0.06636931172885886,X
8526,16,False,8449,0.5258231908442141,X
8527,16,False,8449,0.5119951147165358,X
8528,16,False,8449,0.5483451604534938,X
8529,16,False,8449,0.0,X
8530,16,False,8449,0.5593744921979142,X
8531,16,False,8449,0.5959800732298397,X
8532,16,True,8449,0.9432232202824732,S
8533,16,False,8449,0.6420586949233333,X
8534,16,False,8449,0.3404659829504039,X
8535,16,True,8449,0.9345081351988151,S
8536,16,False,8449,0.41711159024090055,X
8537,16,False,8449,0.3726364602496994,X
8538,16,False,8449,0.23010311865353697,X
8539,16,False,8449,0.6900173476787005,X
8540,16,False,8449,0.5506291237974408,X
8541,16,False,8449,0.5258231908442141,X
8542,16,False,8449,0.7120254353777752,X
