video_id,query_id,actual,seed_id,similarity,status
10381,20,True,10382,0.9575954106844213,S
10382,20,True,10382,1.0,E
10383,20,True,10382,1.0,E
10384,20,True,10382,1.0,E
10385,20,True,10382,0.9704577628627927,S
10386,20,True,10382,0.8673825534661119,S
10387,20,False,10382,0.8721797815394086,M
10388,20,False,10382,0.0,X
10389,20,True,10382,0.914277451461107,S
10390,20,True,10382,1.0,E
10391,20,True,10382,1.0,E
10392,20,True,10382,0.9224325897005821,S
10393,20,True,10382,0.9704577628627927,S
10394,20,True,10382,0.9150771957329454,S
10395,20,True,10382,0.9704577628627927,S
10396,20,False,10382,0.7730957197858057,M
10397,20,False,10382,0.323275230402467,X
10398,20,False,10382,0.7815602426933287,X
10399,20,False,10382,0.2222758018977679,X
10400,20,False,10382,0.6626001326900174,X
10401,20,False,10382,0.903273361121509,M
10402,20,True,10382,0.914277451461107,S
10403,20,True,10382,0.914277451461107,S
10404,20,True,10382,1.0,E
10405,20,True,10382,0.9246082287214162,S
10406,20,False,10382,0.5325691772734262,X
10407,20,True,10382,0.8721838245468151,S
10408,20,False,10382,0.841552222600267,M
10409,20,True,10382,0.914277451461107,S
10410,20,True,10382,0.862569304584804,S
10411,20,False,10382,0.8884744260989008,M
10412,20,False,10382,0.2193922283541943,X
10413,20,True,10382,1.0,E
10414,20,True,10382,1.0,E
10415,20,False,10382,0.005902620714087585,X
10416,20,False,10382,0.8279971846389397,X
10417,20,True,10382,0.9503380562177082,S
10418,20,False,10382,0.0,X
10419,20,False,10382,0.5236282258743319,X
10420,20,False,10382,0.7252839948333756,X
10421,20,True,10382,1.0,E
10422,20,False,10382,0.39244540401130795,X
10423,20,True,10382,0.9575954106844213,S
10424,20,True,10382,0.9265355704111352,S
10425,20,False,10382,0.8974847867170955,-1
10426,20,True,10382,1.0,E
10427,20,True,10382,0.9566950851355267,S
10428,20,True,10382,1.0,E
10429,20,True,10382,1.0,E
10430,20,False,10382,0.8356525402051966,X
10431,20,False,10382,0.7835321805452884,X
10432,20,False,10382,0.4021472910113056,X
10433,20,True,10382,0.8694799242082977,S
10434,20,False,10382,0.819254179175272,X
10435,20,True,10382,1.0,E
10436,20,False,10382,0.6272486970182377,X
10437,20,True,10382,0.914277451461107,S
10438,20,True,10382,1.0,E
10439,20,True,10382,1.0,E
10440,20,False,10382,0.3270964011068564,X
10441,20,False,10382,0.2845874308840794,X
10442,20,False,10382,0.7821149179203605,X
10443,20,False,10382,0.8130337047639001,X
10444,20,False,10382,0.5779609262673395,X
10445,20,True,10382,1.0,E
10446,20,False,10382,0.49055233244526436,X
10447,20,True,10382,1.0,E
10448,20,False,10382,0.9089798048159936,M
10449,20,True,10382,0.9704577628627927,S
10450,20,True,10382,0.9625184393204999,S
10451,20,False,10382,0.2696682139466834,X
10452,20,False,10382,0.677808721921637,X
10453,20,False,10382,0.411900287028185,X
10454,20,True,10382,0.9413108722819071,S
10455,20,False,10382,0.8439233665386033,M
10456,20,True,10382,0.9331256189123468,S
10457,20,False,10382,0.0,X
10458,20,False,10382,0.36637993649346823,X
10459,20,True,10382,1.0,E
10460,20,False,10382,0.828775136543553,X
10461,20,True,10382,1.0,E
10462,20,False,10382,0.13793946264526336,X
10463,20,True,10382,0.5414791798831413,S
10464,20,False,10382,0.5237996391029446,X
10465,20,False,10382,0.8481652584809295,X
10466,20,False,10382,0.8691804660057026,M
10467,20,False,10382,0.0,X
10468,20,False,10382,0.39365294538586115,X
