video_id,query_id,actual,seed_id,similarity,status
813,2,False,815,0.8749730436578917,X
815,2,True,815,1.0000000000000009,E
816,2,True,815,0.9821298509593925,S
817,2,False,815,0.726192892166137,X
818,2,True,815,0.9871973407199792,S
819,2,True,815,1.0000000000000009,E
820,2,True,815,1.0000000000000009,E
821,2,False,815,0.0,X
823,2,True,815,0.9809550419073796,S
826,2,True,815,0.9902786173684437,S
827,2,True,815,0.9571692907271385,S
829,2,True,815,0.9744176891852718,S
832,2,False,815,0.0,X
833,2,False,815,0.0,X
834,2,False,815,0.8348099409816536,X
835,2,False,815,0.0,-1
836,2,False,815,0.0,X
838,2,False,815,0.0,X
839,2,False,815,0.0,X
840,2,True,815,0.9901050587279077,S
841,2,False,815,0.8025503482883038,X
842,2,False,815,0.0,X
844,2,False,815,0.6774444483556575,X
845,2,False,815,0.33072189716969297,X
847,2,False,815,0.0,X
848,2,False,815,0.9186932075659733,X
849,2,False,815,0.8646791789105824,X
850,2,False,815,0.8639374463872043,X
851,2,False,815,0.0,X
853,2,True,815,0.969914245444192,S
854,2,False,815,0.0,X
855,2,False,815,0.8427929955428938,X
856,2,True,815,0.9902786173684437,S
857,2,True,815,0.9822592954861686,S
858,2,False,815,0.0,X
859,2,False,815,0.9136265005442676,X
860,2,False,815,0.0,X
861,2,True,815,0.98120295598888,S
863,2,False,815,0.0,X
864,2,False,815,0.0,X
867,2,False,815,0.8531758373388159,X
868,2,True,815,0.9902786173684437,S
869,2,False,815,0.0,X
871,2,True,815,0.9902786173684437,S
872,2,False,815,0.0,X
873,2,False,815,0.0,-1
874,2,False,815,0.0,X
877,2,True,815,0.9924801792941906,S
878,2,False,815,0.6988488267097291,X
879,2,False,815,0.0,X
880,2,False,815,0.8639374463872043,X
881,2,False,815,0.0,X
882,2,True,815,0.9616036709407566,S
884,2,True,815,0.9698018799368342,S
885,2,False,815,0.0,X
886,2,False,815,0.7232873950471339,X
887,2,True,815,0.9902786173684437,S
888,2,True,815,0.987254591514602,S
889,2,False,815,0.0,X
890,2,False,815,0.8301748236743411,X
891,2,True,815,0.9902786173684437,S
892,2,False,815,0.0,X
893,2,False,815,0.8434955011341199,X
895,2,False,815,0.8467002830382497,X
899,2,False,815,0.8049689554523303,X
902,2,False,815,0.7461572587007463,X
903,2,False,815,0.0,X
904,2,True,815,0.9882652629180314,S
905,2,True,815,0.987254591514602,S
907,2,False,815,0.332943852991214,X
909,2,False,815,0.0,X
910,2,False,815,0.0,X
912,2,False,815,0.6744626012782489,X
913,2,False,815,0.0,X
914,2,False,815,0.0,X
915,2,False,815,0.0,X
916,2,True,815,0.9895902398102032,S
918,2,True,815,0.9919461032286834,S
919,2,True,815,0.992463061702809,S
920,2,False,815,0.8582462360509334,M
924,2,False,815,0.6615299430075843,X
925,2,False,815,0.0,X
926,2,True,815,0.9902786173684437,S
927,2,True,815,0.9761659280574737,S
928,2,True,815,0.9766848189679631,S
929,2,True,815,0.9902786173684437,S
930,2,True,815,0.9925979950749766,S
932,2,False,815,0.0,X
934,2,True,815,0.9661964160912663,S
935,2,False,815,0.0,X
938,2,True,815,0.9880971535499028,S
939,2,True,815,0.9700634470504491,S
940,2,True,815,0.9935436493587356,S
941,2,True,815,0.9550395112640452,S
942,2,True,815,0.9902786173684437,S
943,2,True,815,0.9871973407199792,S
945,2,True,815,0.9870489663290097,S
947,2,False,815,0.8028864641097997,X
948,2,True,815,0.9930122294404424,S
950,2,False,815,0.0,X
952,2,False,815,0.6823845207222805,X
954,2,True,815,0.9583314747304468,S
955,2,False,815,0.0,X
958,2,True,815,0.9925979950749766,S
959,2,True,815,0.9925006963969296,S
960,2,False,815,0.32704911917124574,X
962,2,False,815,0.6650566172516561,X
965,2,True,815,0.9452959254620552,S
966,2,False,815,0.7446262241933344,X
967,2,True,815,0.9871973407199792,S
968,2,False,815,0.7184919807340375,X
972,2,True,815,0.9700634470504491,S
974,2,True,815,0.9640724807462663,S
976,2,False,815,0.7971793775774618,X
978,2,True,815,0.9902786173684437,S
980,2,False,815,0.0,X
981,2,True,815,0.998041734925089,S
982,2,True,815,0.9840886239219833,S
983,2,False,815,0.0,X
984,2,False,815,0.7703546158881807,X
987,2,False,815,0.8303866445893167,X
988,2,False,815,0.0,X
989,2,False,815,0.8873032861524903,X
990,2,False,815,0.9144913638384247,X
992,2,False,815,0.8211084231303178,X
993,2,False,815,0.32846150103180227,X
994,2,False,815,0.0,X
995,2,False,815,0.3343216243310739,X
996,2,False,815,0.0,X
997,2,False,815,0.0,X
998,2,False,815,0.6807862471158788,X
999,2,False,815,0.0,X
1001,2,False,815,0.0,X
1003,2,False,815,0.0,X
1004,2,False,815,0.7898743238304962,X
1005,2,False,815,0.6810930778632744,X
1006,2,True,815,0.9902786173684437,S
1007,2,False,815,0.7705192028699288,X
1009,2,False,815,0.0,X
1012,2,False,815,0.0,X
1013,2,False,815,0.0,X
1014,2,False,815,0.0,X
1015,2,False,815,0.6954731978565845,X
1016,2,False,815,0.7721093463252188,X
1017,2,True,815,0.9902786173684437,S
1019,2,True,815,0.9902786173684437,S
1020,2,False,815,0.0,X
1021,2,False,815,0.0,X
1022,2,False,815,0.0,X
1024,2,True,815,0.9857724617075292,S
1025,2,False,815,0.8645163071535926,X
1027,2,False,815,0.0,X
1030,2,True,815,0.969765577965769,S
1031,2,True,815,0.9959542834017477,S
1033,2,False,815,0.0,X
1035,2,False,815,0.0,X
