video_id,query_id,actual,seed_id,similarity,status
1847,4,True,1849,0.0,S
1848,4,False,1849,0.0,X
1849,4,True,1849,1.0000000000000004,E
1850,4,False,1849,0.0,X
1851,4,True,1849,0.9651361215541319,S
1852,4,True,1849,0.9651361215541319,S
1853,4,False,1849,0.0,X
1854,4,False,1849,0.0,X
1855,4,True,1849,0.9651361215541319,S
1856,4,True,1849,0.9651361215541319,S
1857,4,True,1849,0.0,S
1858,4,True,1849,0.9651361215541319,S
1859,4,True,1849,0.0,S
1860,4,True,1849,0.0,S
1861,4,False,1849,0.0,X
1862,4,True,1849,0.9651361215541319,S
1863,4,False,1849,0.0,-1
1864,4,False,1849,0.0,X
1865,4,False,1849,0.0,X
1866,4,False,1849,0.0,X
1867,4,False,1849,0.0,X
1868,4,False,1849,0.0,X
1869,4,True,1849,0.0,S
1870,4,True,1849,0.0,S
1871,4,False,1849,0.0,X
1872,4,True,1849,0.9651361215541319,S
1873,4,True,1849,0.9651361215541319,S
1874,4,False,1849,0.0,X
1875,4,False,1849,0.8309831008958655,X
1876,4,False,1849,0.0,X
1877,4,True,1849,0.0,S
1878,4,True,1849,0.9651361215541319,S
1879,4,True,1849,0.0,S
1880,4,True,1849,1.0000000000000004,E
1881,4,True,1849,0.0,S
1882,4,True,1849,0.0,S
1883,4,True,1849,0.0,S
1884,4,True,1849,0.9651361215541319,S
1885,4,False,1849,0.0,X
1886,4,True,1849,0.9651361215541319,S
1887,4,False,1849,0.0,X
1888,4,False,1849,0.0,X
1889,4,True,1849,0.0,S
1890,4,False,1849,0.0,X
1891,4,True,1849,0.0,S
1892,4,True,1849,0.0,S
1893,4,True,1849,0.0,S
1894,4,False,1849,0.0,X
1895,4,False,1849,0.808658899141965,X
1896,4,True,1849,0.9651361215541319,S
1897,4,True,1849,0.9651361215541319,S
1898,4,True,1849,0.9651361215541319,S
1899,4,False,1849,0.0,X
1900,4,True,1849,0.0,S
1901,4,False,1849,0.0,X
1902,4,True,1849,0.0,S
1903,4,True,1849,0.0,S
1904,4,True,1849,0.0,S
1905,4,True,1849,0.0,S
1906,4,True,1849,0.9651361215541319,S
1907,4,True,1849,0.9604499974633766,S
1908,4,True,1849,0.0,S
1909,4,True,1849,0.0,S
1910,4,True,1849,0.0,S
1911,4,False,1849,0.0,X
1912,4,False,1849,0.0,X
1913,4,False,1849,0.0,X
1914,4,True,1849,0.0,S
1915,4,True,1849,0.0,S
1916,4,True,1849,0.0,S
1917,4,False,1849,0.0,X
1918,4,True,1849,0.0,S
1919,4,True,1849,0.0,S
1920,4,False,1849,0.0,-1
1921,4,True,1849,0.9651361215541319,S
1922,4,True,1849,0.9651361215541319,S
1923,4,False,1849,0.0,X
1924,4,True,1849,0.9651361215541319,S
1925,4,True,1849,0.0,S
1926,4,False,1849,0.0,X
1927,4,True,1849,0.9651361215541319,S
1928,4,True,1849,0.0,S
1929,4,True,1849,0.9651361215541319,S
1930,4,False,1849,0.0,X
1931,4,True,1849,0.9651361215541319,S
1932,4,True,1849,0.0,S
1933,4,False,1849,0.0,X
1934,4,False,1849,0.0,X
1935,4,True,1849,0.9651361215541319,S
1936,4,True,1849,0.0,S
1937,4,False,1849,0.0,-1
1938,4,False,1849,0.0,X
1939,4,False,1849,0.0,X
1940,4,False,1849,0.0,X
1941,4,False,1849,0.0,X
1942,4,False,1849,0.0,X
1943,4,True,1849,0.0,S
1944,4,True,1849,0.0,S
1945,4,True,1849,0.0,S
1946,4,True,1849,0.0,S
1947,4,False,1849,0.0,X
1948,4,True,1849,0.0,S
1949,4,False,1849,0.0,X
1950,4,True,1849,0.9651361215541319,S
1951,4,True,1849,0.9651361215541319,S
1952,4,True,1849,0.0,S
1953,4,False,1849,0.0,X
1954,4,True,1849,0.9651361215541319,S
1955,4,False,1849,0.0,-1
1956,4,False,1849,0.0,X
1957,4,False,1849,0.7292549576310181,X
1958,4,True,1849,0.0,S
1959,4,False,1849,0.0,X
1960,4,True,1849,0.9651361215541319,S
1961,4,True,1849,0.0,S
1962,4,False,1849,0.0,X
1963,4,True,1849,0.0,S
1964,4,True,1849,0.9651361215541319,S
1965,4,True,1849,0.9651361215541319,S
1966,4,True,1849,0.9651361215541319,S
1967,4,False,1849,0.0,X
1968,4,True,1849,0.0,S
1969,4,True,1849,0.0,S
1970,4,False,1849,0.0,X
1971,4,False,1849,0.0,X
1972,4,False,1849,0.0,X
1973,4,True,1849,0.9651361215541319,S
1974,4,False,1849,0.0,X
1975,4,True,1849,0.0,S
1976,4,False,1849,0.0,X
1977,4,False,1849,0.0,X
1978,4,True,1849,0.9651361215541319,S
1979,4,False,1849,0.0,X
1980,4,True,1849,0.9691952075014973,S
1981,4,True,1849,0.9651361215541319,S
1982,4,True,1849,0.0,S
1983,4,False,1849,0.0,X
1984,4,True,1849,0.0,S
1985,4,True,1849,0.9651361215541319,S
1986,4,True,1849,0.0,S
1987,4,False,1849,0.0,X
1988,4,False,1849,0.0,-1
1989,4,False,1849,0.7567156211616786,X
1990,4,False,1849,0.0,X
1991,4,True,1849,0.9651361215541319,S
1992,4,False,1849,0.0,X
1993,4,True,1849,0.9651361215541319,S
1994,4,True,1849,0.9651361215541319,S
1995,4,True,1849,0.0,S
1996,4,True,1849,0.0,S
1997,4,False,1849,0.0,X
1998,4,True,1849,0.0,S
1999,4,True,1849,0.0,S
2000,4,True,1849,0.0,S
2001,4,True,1849,0.9651361215541319,S
2002,4,False,1849,0.0,X
2003,4,False,1849,0.0,-1
2004,4,False,1849,0.8663712239040646,X
